contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days,supplier_name,kra_pin,incorporation_date,location,company_size,credit_score,category,tender_budget_kes,tender_open_date,tender_description,procuring_entity
C-192,192,60,6055585.414718005,2023-08-30,11,0.0,Good,Completed,1653,Clark Stock Enterprise,P722753913M,2019-02-19,Stevenmouth,Small,593,ICT Equipment & Software,5851826,2023-08-30,Supply and delivery of ict equipment & software items,Ministry of Choice
C-193,193,672,6758535.6637823805,2024-03-14,17,0.0,Good,Completed,78,Smith And Agencies,P723926702Y,2023-12-27,Barkerberg,Medium,770,Consultancy Services,6490459,2024-03-14,Supply and delivery of consultancy services items,Ministry of Like
C-194,194,452,6409396.453753065,2023-11-11,34,21.01,Good,Completed,1236,Barnes Compare Limited,P544549689F,2020-06-23,Bellfurt,Small,345,Motor Vehicles & Spare Parts,6172310,2023-11-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Very
C-195,195,535,8976707.136701217,2023-04-07,23,0.0,Good,Completed,54,Williams Community Limited,P628734252I,2023-02-12,Rodriguezborough,Medium,560,Motor Vehicles & Spare Parts,9117497,2023-04-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Story
C-196,196,600,6345806.680329643,2023-09-16,64,22.08,Good,Completed,-388,Jackson Then Ltd,P541057551M,2024-10-08,Port Brandi,Medium,451,Consultancy Services,6453300,2023-09-16,Supply and delivery of consultancy services items,Ministry of Letter
C-197,197,364,9817066.387646858,2024-03-08,21,22.37,Good,Completed,1839,White Rule Ventures,P251782582G,2019-02-24,Barnesberg,Small,333,Cleaning & Sanitary Services,9414387,2024-03-08,Supply and delivery of cleaning & sanitary services items,Ministry of Very
C-198,198,206,6611936.790998005,2024-11-13,29,20.43,Good,Completed,2208,Whitehead Choice Ltd,P992329618B,2018-10-28,East Lisastad,Small,350,Motor Vehicles & Spare Parts,6701457,2024-11-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Range
C-199,199,70,6064269.945002419,2022-06-05,28,20.56,Good,Completed,1456,Rogers Walk Enterprise,P679984033F,2018-06-10,East Jesse,Small,443,Medical Supplies & Pharmaceuticals,5837580,2022-06-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Decade
C-200,200,328,6095441.104949936,2025-04-14,28,0.02,Good,Completed,359,Nicholson Woman Ltd,P182611003T,2024-04-20,New John,Small,641,Consultancy Services,6125095,2025-04-14,Supply and delivery of consultancy services items,Ministry of Become
C-201,201,78,201837680.86202142,2020-03-22,362,147.61,Poor,Terminated,-1273,Gray Soldier Enterprise,P993271900A,2023-09-16,Maryfort,Small,772,Construction & Civil Works,201257135,2020-03-22,Supply and delivery of construction & civil works items,Ministry of Good
C-202,202,654,322358.7529781142,2022-05-04,1,3.25,Good,Completed,1634,Harper Program Group,P904137710O,2017-11-12,Millsside,Small,836,Office Stationery & Supplies,325391,2022-05-04,Supply and delivery of office stationery & supplies items,Ministry of Serve
C-203,203,764,7058504.503265893,2024-06-09,71,22.85,Good,Completed,-111,Walton Season Group,P437691152T,2024-09-28,West Robertfort,Small,373,Motor Vehicles & Spare Parts,6798541,2024-06-09,Supply and delivery of motor vehicles & spare parts items,Ministry of Card
C-204,204,850,3852220.116325706,2023-02-14,22,3.69,Good,Completed,-344,Jennings Which Agencies,P609396906F,2024-01-24,East Elizabeth,Medium,674,Medical Supplies & Pharmaceuticals,3732632,2023-02-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Now
C-205,205,831,9761767.161713503,2021-09-14,20,0.5,Good,Completed,585,Chen Radio Ltd,P197352922X,2020-02-07,Christophermouth,Medium,637,Office Stationery & Supplies,9862681,2021-09-14,Supply and delivery of office stationery & supplies items,Ministry of Better
C-206,206,653,2646252.433209217,2023-01-26,31,0.54,Good,Completed,-610,Mcdonald Truth Group,P680447823R,2024-09-27,Taylorside,Small,691,Motor Vehicles & Spare Parts,2635394,2023-01-26,Supply and delivery of motor vehicles & spare parts items,Ministry of Forget
C-207,207,675,5637725.285802439,2023-02-16,31,1.36,Good,Completed,-1018,Kramer Something Group,P472929578Z,2025-11-30,Quinntown,Large,637,Consultancy Services,5696526,2023-02-16,Supply and delivery of consultancy services items,Ministry of Sometimes
C-208,208,651,3342889.908534967,2023-10-24,0,0.0,Good,Completed,2439,Montgomery Become Agencies,P803121225Y,2017-02-18,Jeromeport,Medium,735,Office Stationery & Supplies,3391070,2023-10-24,Supply and delivery of office stationery & supplies items,Ministry of Agency
C-209,209,637,929009.0877311676,2020-03-02,32,0.0,Good,Completed,127,Dickerson Far Limited,P583966573L,2019-10-27,New Gina,Large,748,Consultancy Services,901955,2020-03-02,Supply and delivery of consultancy services items,Ministry of Style
C-210,210,404,37668468.14321639,2023-03-28,35,29.29,Poor,Completed,2107,Smith Model Ltd,P472271797H,2017-06-20,Garyberg,Small,696,ICT Equipment & Software,36067580,2023-03-28,Supply and delivery of ict equipment & software items,Ministry of Evening
C-211,211,357,47052755.297732756,2021-06-12,32,22.01,Good,Completed,70,Arnold Give Enterprise,P701133236B,2021-04-03,Hallfurt,Medium,427,ICT Equipment & Software,47616098,2021-06-12,Supply and delivery of ict equipment & software items,Ministry of Staff
C-212,212,621,4494378.752808801,2021-10-27,29,2.44,Good,Completed,-1251,Bailey Team Ventures,P396898040O,2025-03-31,South Sarah,Medium,508,ICT Equipment & Software,4292824,2021-10-27,Supply and delivery of ict equipment & software items,Ministry of Knowledge
C-213,213,926,179177493.4677739,2025-12-02,166,75.54,Poor,Completed,1133,Sanders Necessary Agencies,P807110812R,2022-10-26,North Douglasfurt,Small,747,Construction & Civil Works,172909846,2025-12-02,Supply and delivery of construction & civil works items,Ministry of Bring
C-214,214,501,5472755.405483832,2024-05-22,30,20.0,Good,Completed,924,Moore Stock Limited,P919876144X,2021-11-10,East Christinachester,Medium,405,Consultancy Services,5350295,2024-05-22,Supply and delivery of consultancy services items,Ministry of Thought
C-215,215,323,5915332.400057586,2022-03-28,61,20.0,Good,Completed,-854,Valdez Toward Ltd,P797818850W,2024-07-29,North Richardfurt,Small,478,Medical Supplies & Pharmaceuticals,5779980,2022-03-28,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Product
C-216,216,261,5465653.756887074,2023-01-16,10,0.02,Good,Completed,427,Griffith Past Group,P615877957K,2021-11-15,Hernandezbury,Large,522,Consultancy Services,5249534,2023-01-16,Supply and delivery of consultancy services items,Ministry of Candidate
C-217,217,486,3560988.180270565,2020-04-14,32,0.0,Good,Completed,-18,Bennett Happy Ltd,P592845370Q,2020-05-02,South Kevin,Medium,820,Cleaning & Sanitary Services,3414344,2020-04-14,Supply and delivery of cleaning & sanitary services items,Ministry of Rather
C-218,218,608,399944160.8166686,2025-08-24,508,139.37,Poor,Terminated,691,Kent Because Enterprise,P404155269M,2023-10-03,Scotttown,Small,376,Construction & Civil Works,393398588,2025-08-24,Supply and delivery of construction & civil works items,Ministry of List
C-219,219,910,271863975.31958544,2021-10-14,257,184.32,Poor,Terminated,-959,Pope Operation Ltd,P758663681S,2024-05-30,South Stevenland,Small,329,Construction & Civil Works,268414459,2021-10-14,Supply and delivery of construction & civil works items,Ministry of Since
C-220,220,679,2185240.1676254524,2020-01-12,39,0.9,Good,Completed,-1556,Weaver Long Group,P100772905X,2024-04-16,Grosstown,Small,845,Cleaning & Sanitary Services,2127320,2020-01-12,Supply and delivery of cleaning & sanitary services items,Ministry of Group
C-221,221,230,31975075.98444358,2025-11-23,5,3.17,Good,Completed,2668,Wilson Simply Enterprise,P299767568F,2018-08-04,Mcintyreville,Medium,765,ICT Equipment & Software,32176806,2025-11-23,Supply and delivery of ict equipment & software items,Ministry of Support
C-222,222,821,9940043.272580981,2024-06-21,24,2.02,Good,Completed,125,Lopez Bring Ltd,P846952406L,2024-02-17,Kennethland,Small,681,Motor Vehicles & Spare Parts,9884404,2024-06-21,Supply and delivery of motor vehicles & spare parts items,Ministry of Party
C-223,223,267,6669817.086182107,2023-05-24,45,20.0,Good,Completed,-152,Bush Road Group,P856975382F,2023-10-23,Timothyside,Small,417,Consultancy Services,6430034,2023-05-24,Supply and delivery of consultancy services items,Ministry of Wall
C-224,224,250,8757229.138524933,2025-08-16,21,3.45,Good,Completed,2787,Moore Myself Ventures,P601238919F,2017-12-29,Tylerland,Small,532,Cleaning & Sanitary Services,8697467,2025-08-16,Supply and delivery of cleaning & sanitary services items,Ministry of Reduce
C-225,225,143,7114848.566716446,2023-03-14,21,0.0,Good,Completed,-745,Raymond Sure Limited,P416905717V,2025-03-28,Lindamouth,Medium,792,Medical Supplies & Pharmaceuticals,7131845,2023-03-14,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Physical
C-226,226,329,151427.20118185863,2021-05-27,37,0.97,Good,Completed,-1110,Price Watch Ventures,P680424495V,2024-06-10,Camposberg,Small,659,Office Stationery & Supplies,145475,2021-05-27,Supply and delivery of office stationery & supplies items,Ministry of Firm
C-227,227,746,8248560.412579175,2021-09-15,54,20.12,Good,Completed,-215,Grant That Limited,P322949179D,2022-04-18,East Brian,Small,458,Motor Vehicles & Spare Parts,8180552,2021-09-15,Supply and delivery of motor vehicles & spare parts items,Ministry of Still
C-228,228,730,5520018.427544045,2024-11-20,0,0.94,Good,Completed,2385,Ortiz Administration Limited,P389758574A,2018-05-11,Lake Emily,Medium,772,Consultancy Services,5496364,2024-11-20,Supply and delivery of consultancy services items,Ministry of Page
C-229,229,440,1241278.4804889476,2024-01-13,81,20.31,Good,Completed,203,Howard Perhaps Group,P130286569T,2023-06-24,Staceyshire,Small,413,Motor Vehicles & Spare Parts,1199577,2024-01-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Send
C-230,230,458,24119565.92822289,2022-04-07,15,0.72,Good,Completed,1386,Williams Owner Agencies,P690195758F,2018-06-21,North Michael,Medium,577,ICT Equipment & Software,23760701,2022-04-07,Supply and delivery of ict equipment & software items,Ministry of Sing
C-231,231,141,7077422.478699069,2021-06-26,27,3.5,Good,Completed,-912,Johnson His Ltd,P886365312I,2023-12-25,West Markchester,Medium,717,Cleaning & Sanitary Services,7059972,2021-06-26,Supply and delivery of cleaning & sanitary services items,Ministry of Generation
C-232,232,505,17142204.092457294,2023-02-05,20,2.51,Good,Completed,1947,Colon Fire Ltd,P412273967D,2017-10-07,Ryanberg,Medium,563,Construction & Civil Works,17084335,2023-02-05,Supply and delivery of construction & civil works items,Ministry of Data
C-233,233,11,8216938.075112452,2024-12-07,14,2.27,Good,Completed,422,Brown Term Agencies,P134467368Z,2023-10-12,Richardland,Medium,543,Office Stationery & Supplies,8291922,2024-12-07,Supply and delivery of office stationery & supplies items,Ministry of Herself
C-234,234,308,1648096.77111626,2022-09-22,39,0.0,Good,Completed,-224,Hansen Measure Group,P324292944V,2023-05-04,Susantown,Small,509,Cleaning & Sanitary Services,1631064,2022-09-22,Supply and delivery of cleaning & sanitary services items,Ministry of Choice
C-235,235,120,4684082.282043205,2024-04-08,2,0.0,Good,Completed,1468,Olson Marriage Agencies,P361704064D,2020-04-01,South James,Small,787,Cleaning & Sanitary Services,4511887,2024-04-08,Supply and delivery of cleaning & sanitary services items,Ministry of Them
C-236,236,54,8861527.448128289,2022-06-21,36,20.0,Good,Completed,1119,Johnson Understand Limited,P380477683L,2019-05-29,Benjaminchester,Medium,380,Office Stationery & Supplies,8715797,2022-06-21,Supply and delivery of office stationery & supplies items,Ministry of Best
C-237,237,950,2172974.0173032684,2020-05-16,34,0.77,Good,Completed,-19,Fernandez Decision Agencies,P544866541Z,2020-06-04,Colleenmouth,Small,694,Medical Supplies & Pharmaceuticals,2176198,2020-05-16,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of View
C-238,238,466,3442109.290744483,2020-10-11,66,20.01,Good,Completed,268,Nash Already Ventures,P639127345K,2020-01-17,North Stacy,Medium,306,Cleaning & Sanitary Services,3510580,2020-10-11,Supply and delivery of cleaning & sanitary services items,Ministry of Difficult
C-239,239,766,29080065.711840276,2022-09-04,33,0.0,Good,Completed,-464,Strickland White Agencies,P199432918C,2023-12-12,Port Timothyhaven,Medium,612,Construction & Civil Works,29437007,2022-09-04,Supply and delivery of construction & civil works items,Ministry of Hope
C-240,240,669,1910039.3622020022,2024-01-22,0,3.16,Good,Completed,1181,Maldonado Forget Enterprise,P446886458K,2020-10-28,Lake Sharonhaven,Small,825,Office Stationery & Supplies,1848982,2024-01-22,Supply and delivery of office stationery & supplies items,Ministry of Interesting
C-241,241,481,10359001.629027372,2023-07-12,44,0.43,Good,Completed,226,Allen Middle Ltd,P737849448C,2022-11-28,Port Thomas,Medium,608,Motor Vehicles & Spare Parts,9933673,2023-07-12,Supply and delivery of motor vehicles & spare parts items,Ministry of Natural
C-242,242,899,8560811.431975247,2024-09-02,45,21.22,Good,Completed,2978,Mckenzie They Agencies,P728362577T,2016-07-08,Hansenmouth,Medium,417,Office Stationery & Supplies,8566685,2024-09-02,Supply and delivery of office stationery & supplies items,Ministry of Try
C-243,243,941,86816757.87110634,2021-07-31,140,42.86,Poor,Terminated,613,Patterson Heavy Ltd,P542306042W,2019-11-26,Lake Johnbury,Small,579,Construction & Civil Works,85946128,2021-07-31,Supply and delivery of construction & civil works items,Ministry of Moment
C-244,244,796,6200813.999631178,2023-10-26,10,3.66,Good,Completed,2511,May Just Ventures,P589657032Y,2016-12-10,Hansonmouth,Small,542,Office Stationery & Supplies,6107509,2023-10-26,Supply and delivery of office stationery & supplies items,Ministry of Less
C-245,245,503,506543289.20693994,2024-02-18,140,48.01,Poor,Terminated,2884,Morris These Enterprise,P670193187M,2016-03-27,Lake Adambury,Medium,308,Construction & Civil Works,484791888,2024-02-18,Supply and delivery of construction & civil works items,Ministry of Yourself
C-246,246,23,4772444.023879457,2022-12-08,51,3.33,Good,Completed,-960,Martin News Agencies,P751325257B,2025-07-25,New Karina,Small,595,Medical Supplies & Pharmaceuticals,4545818,2022-12-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Keep
C-247,247,596,6518913.803994233,2024-12-09,3,4.36,Good,Completed,599,Olson Measure Ventures,P614345062N,2023-04-20,Lake Martha,Small,661,Consultancy Services,6533636,2024-12-09,Supply and delivery of consultancy services items,Ministry of Charge
C-248,248,283,9188005.180265361,2023-01-13,26,20.0,Good,Completed,2493,Valdez Room Ventures,P353727962D,2016-03-17,South Kurtfurt,Small,464,Cleaning & Sanitary Services,9272800,2023-01-13,Supply and delivery of cleaning & sanitary services items,Ministry of Memory
C-249,249,482,4920902.517086274,2024-04-07,33,20.04,Good,Completed,970,Cooper Third Enterprise,P377733976V,2021-08-11,West Anthonyton,Medium,498,Motor Vehicles & Spare Parts,4730232,2024-04-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Carry
C-250,250,148,9183542.914219854,2025-10-21,44,20.0,Good,Completed,1175,Wilson Answer Limited,P139956218T,2022-08-03,Wilsonbury,Small,395,Office Stationery & Supplies,9090499,2025-10-21,Supply and delivery of office stationery & supplies items,Ministry of Must
C-251,251,923,262337913.94062042,2025-03-06,194,97.76,Poor,Terminated,743,Hawkins Amount Ventures,P188313058U,2023-02-22,Wilsonport,Small,733,Construction & Civil Works,253785384,2025-03-06,Supply and delivery of construction & civil works items,Ministry of Buy
C-252,252,133,8358186.014742922,2024-03-01,13,1.62,Good,Completed,-234,Harvey Effect Ltd,P634366139L,2024-10-21,East Steven,Small,815,Motor Vehicles & Spare Parts,8247047,2024-03-01,Supply and delivery of motor vehicles & spare parts items,Ministry of Lose
C-253,253,894,2693737.74239607,2022-11-03,14,0.73,Good,Completed,-1107,Sawyer Begin Limited,P331600910U,2025-11-14,Figueroachester,Small,711,Motor Vehicles & Spare Parts,2585670,2022-11-03,Supply and delivery of motor vehicles & spare parts items,Ministry of Skin
C-254,254,212,4059494.940245067,2020-12-09,37,3.61,Good,Completed,-410,Smith Myself Ltd,P717452511P,2022-01-23,West Ruben,Small,688,Office Stationery & Supplies,4123278,2020-12-09,Supply and delivery of office stationery & supplies items,Ministry of Operation
C-255,255,132,666498.3865927833,2022-03-20,0,1.05,Good,Completed,1343,Jenkins Rest Limited,P950961305L,2018-07-16,East Christian,Small,741,Motor Vehicles & Spare Parts,637977,2022-03-20,Supply and delivery of motor vehicles & spare parts items,Ministry of By
C-256,256,658,3820518.185418257,2023-08-11,61,22.31,Good,Completed,-170,Harper Style Agencies,P107750253J,2024-01-28,Jacobside,Small,342,Motor Vehicles & Spare Parts,3768280,2023-08-11,Supply and delivery of motor vehicles & spare parts items,Ministry of Issue
C-257,257,901,142748699.46809712,2020-08-29,30,1.2,Good,Completed,144,Vasquez Rise Enterprise,P792333529P,2020-04-07,North Kathyfort,Medium,813,Construction & Civil Works,137533665,2020-08-29,Supply and delivery of construction & civil works items,Ministry of Hope
C-258,258,879,5087107.571661326,2023-06-06,42,0.16,Good,Completed,-506,Hall Yourself Enterprise,P657938247P,2024-10-24,Robertmouth,Medium,640,Office Stationery & Supplies,4884808,2023-06-06,Supply and delivery of office stationery & supplies items,Ministry of Amount
C-259,259,509,6759842.867891571,2023-02-19,0,0.84,Good,Completed,402,Williams Box Limited,P801762883B,2022-01-13,Lake Darrellmouth,Medium,814,Consultancy Services,6737640,2023-02-19,Supply and delivery of consultancy services items,Ministry of Buy
C-260,260,423,4939564.400484104,2022-03-24,1,3.3,Good,Completed,1271,Wilson Coach Group,P967150570R,2018-09-30,Margaretton,Medium,665,Consultancy Services,4754419,2022-03-24,Supply and delivery of consultancy services items,Ministry of House
C-261,261,433,4747547.2661264,2021-10-26,55,1.93,Good,Completed,341,Miller Identify Ventures,P247356051A,2020-11-19,Lake Nicole,Small,566,Medical Supplies & Pharmaceuticals,4722580,2021-10-26,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Mention
C-262,262,303,7224670.320874954,2020-03-02,41,0.97,Good,Completed,-799,Simmons Mission Enterprise,P150341410W,2022-05-10,Floydmouth,Medium,591,Office Stationery & Supplies,7345136,2020-03-02,Supply and delivery of office stationery & supplies items,Ministry of Character
C-263,263,231,2255523.527599769,2020-11-07,0,0.0,Good,Completed,781,Green Like Ventures,P330393232N,2018-09-18,Heatherfort,Small,833,Motor Vehicles & Spare Parts,2222827,2020-11-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Perform
C-264,264,920,7681418.096257252,2022-07-13,48,2.57,Good,Completed,-404,Smith Share Agencies,P205962980N,2023-08-21,Richardsonshire,Small,624,Motor Vehicles & Spare Parts,7532300,2022-07-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Write
C-265,265,112,833238.4836752239,2025-05-13,73,22.75,Good,Completed,-256,Graham Teach Group,P627986559F,2026-01-24,Baileymouth,Small,304,Motor Vehicles & Spare Parts,808672,2025-05-13,Supply and delivery of motor vehicles & spare parts items,Ministry of Visit
C-266,266,386,29132692.194790952,2021-09-13,82,22.22,Poor,Completed,-380,Banks Area Enterprise,P525568516O,2022-09-28,Jessicabury,Small,823,Construction & Civil Works,28698370,2021-09-13,Supply and delivery of construction & civil works items,Ministry of Cover
C-267,267,724,29755056.74480593,2024-11-29,71,28.97,Poor,Completed,-62,Browning Law Agencies,P926834891J,2025-01-30,West Carlos,Small,712,ICT Equipment & Software,29642798,2024-11-29,Supply and delivery of ict equipment & software items,Ministry of Middle
C-268,268,583,4724652.026313027,2020-01-05,70,20.0,Good,Completed,-1825,Gonzalez Similar Enterprise,P772826911E,2025-01-03,North Melissatown,Small,320,Medical Supplies & Pharmaceuticals,4607167,2020-01-05,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Officer
C-269,269,919,6929269.243066875,2022-02-02,3,1.26,Good,Completed,1827,Lane Address Enterprise,P667836278N,2017-02-01,West George,Small,774,Medical Supplies & Pharmaceuticals,6725169,2022-02-02,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Truth
C-270,270,831,111468372.20102786,2020-04-07,27,2.91,Good,Completed,60,Chen Radio Ltd,P197352922X,2020-02-07,Christophermouth,Medium,637,Construction & Civil Works,113204882,2020-04-07,Supply and delivery of construction & civil works items,Ministry of Medical
C-271,271,24,3051224.9011159497,2023-06-09,46,0.0,Good,Completed,161,Marquez Inside Group,P821218382P,2022-12-30,Samuelhaven,Small,637,Office Stationery & Supplies,2987757,2023-06-09,Supply and delivery of office stationery & supplies items,Ministry of Others
C-272,272,681,28891454.806204658,2022-09-18,1,1.3,Good,Completed,1724,Vega Space Ltd,P692134048J,2017-12-29,Marcusmouth,Medium,721,ICT Equipment & Software,28575808,2022-09-18,Supply and delivery of ict equipment & software items,Ministry of Green
C-273,273,859,826681.3782350826,2024-09-07,16,0.0,Good,Completed,-343,Whitehead Participant Agencies,P693516844O,2025-08-16,South Melodyfort,Small,793,Cleaning & Sanitary Services,792924,2024-09-07,Supply and delivery of cleaning & sanitary services items,Ministry of May
C-274,274,624,2682777.5431587333,2025-01-02,14,0.05,Good,Completed,1197,Carrillo Sometimes Group,P464707961X,2021-09-23,Maldonadoshire,Small,586,Motor Vehicles & Spare Parts,2670115,2025-01-02,Supply and delivery of motor vehicles & spare parts items,Ministry of These
C-275,275,726,4854390.18328397,2023-08-20,73,22.33,Good,Completed,-758,Turner Skill Ltd,P982292061O,2025-09-16,Edwinborough,Medium,410,Office Stationery & Supplies,4772412,2023-08-20,Supply and delivery of office stationery & supplies items,Ministry of Sound
C-276,276,662,9946088.655646427,2020-10-30,59,21.02,Good,Completed,66,Chavez School Ltd,P768676781F,2020-08-25,West Andrew,Small,398,Office Stationery & Supplies,9512528,2020-10-30,Supply and delivery of office stationery & supplies items,Ministry of Provide
C-277,277,595,3984884.7418416427,2022-10-06,0,0.33,Good,Completed,1861,Guzman Technology Ventures,P227056105Q,2017-09-01,South Lisa,Small,684,Office Stationery & Supplies,3919712,2022-10-06,Supply and delivery of office stationery & supplies items,Ministry of Listen
C-278,278,419,7929077.672522854,2024-01-01,50,20.0,Good,Completed,766,Wagner Public Enterprise,P980428452Z,2021-11-26,New Ashleychester,Large,360,Consultancy Services,7812079,2024-01-01,Supply and delivery of consultancy services items,Ministry of Church
C-279,279,946,5636137.030026045,2025-03-13,1,3.23,Good,Completed,1997,Graham Model Group,P782303013Y,2019-09-24,Port Melissaborough,Small,816,Cleaning & Sanitary Services,5704327,2025-03-13,Supply and delivery of cleaning & sanitary services items,Ministry of Gas
C-280,280,724,2619279.2274499736,2020-07-14,20,1.9,Good,Completed,-1661,Browning Law Agencies,P926834891J,2025-01-30,West Carlos,Small,712,Consultancy Services,2573199,2020-07-14,Supply and delivery of consultancy services items,Ministry of Probably
C-281,281,400,8685772.669309461,2023-12-26,54,0.0,Good,Completed,79,Henderson Interest Enterprise,P188506190O,2023-10-08,West Christopher,Medium,572,Cleaning & Sanitary Services,8371330,2023-12-26,Supply and delivery of cleaning & sanitary services items,Ministry of It
C-282,282,62,8688567.411909655,2022-04-28,33,20.0,Good,Completed,392,Schultz Government Agencies,P200273738W,2021-04-01,Lake Lance,Small,443,Office Stationery & Supplies,8786283,2022-04-28,Supply and delivery of office stationery & supplies items,Ministry of We
C-283,283,704,1949620.0599641716,2022-05-16,48,22.85,Good,Completed,1752,Rogers Maybe Ltd,P713579662V,2017-07-29,New Raymondland,Small,489,Office Stationery & Supplies,1967306,2022-05-16,Supply and delivery of office stationery & supplies items,Ministry of Now
C-284,284,748,5017596.093496723,2020-04-10,41,20.0,Good,Completed,1347,Butler Could Agencies,P273232379R,2016-08-02,Cherylshire,Small,408,ICT Equipment & Software,4894643,2020-04-10,Supply and delivery of ict equipment & software items,Ministry of Religious
C-285,285,160,5464074.262366483,2025-05-04,47,20.0,Good,Completed,3154,Mendoza Interest Ltd,P557707813R,2016-09-14,South Jennifermouth,Small,341,Motor Vehicles & Spare Parts,5228643,2025-05-04,Supply and delivery of motor vehicles & spare parts items,Ministry of Simply
C-286,286,490,4278656.065063426,2021-08-30,15,0.0,Good,Completed,-1253,Trujillo Suffer Agencies,P969761986M,2025-02-03,Guerreroberg,Small,665,Medical Supplies & Pharmaceuticals,4322102,2021-08-30,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Behavior
C-287,287,131,17017918.538081303,2025-03-12,83,20.52,Good,Completed,23,Williams Style Limited,P160257560S,2025-02-17,Nicholasberg,Medium,399,ICT Equipment & Software,17296693,2025-03-12,Supply and delivery of ict equipment & software items,Ministry of Second
C-288,288,110,6552378.356903454,2020-02-24,30,20.77,Good,Completed,1386,Perez Represent Ltd,P997603725K,2016-05-09,Port Emilyview,Small,353,Office Stationery & Supplies,6608856,2020-02-24,Supply and delivery of office stationery & supplies items,Ministry of Professor
C-289,289,409,2675328.0809796737,2024-10-10,42,21.54,Good,Completed,3003,Cox Wife Limited,P261152186L,2016-07-21,New Lindachester,Large,338,Consultancy Services,2587111,2024-10-10,Supply and delivery of consultancy services items,Ministry of Second
C-290,290,135,1644857.9940743358,2021-11-07,0,1.14,Good,Completed,1833,Landry People Enterprise,P421214426O,2016-10-31,Vaughnmouth,Medium,679,Motor Vehicles & Spare Parts,1659757,2021-11-07,Supply and delivery of motor vehicles & spare parts items,Ministry of Quite
C-291,291,488,6217203.098024383,2020-09-28,4,0.0,Good,Completed,607,Rodriguez Attack Group,P461081823R,2019-01-30,Michelleview,Small,694,Motor Vehicles & Spare Parts,6256738,2020-09-28,Supply and delivery of motor vehicles & spare parts items,Ministry of Operation
C-292,292,957,20375739.914550144,2020-07-05,55,21.83,Good,Completed,875,Nelson Air Limited,P377451497Y,2018-02-11,Donnaburgh,Medium,381,ICT Equipment & Software,20709423,2020-07-05,Supply and delivery of ict equipment & software items,Ministry of Present
C-293,293,29,2047994.25331256,2023-04-02,24,0.49,Good,Completed,-542,Brown Ready Ltd,P793830224G,2024-09-25,South Jessicaville,Small,771,Motor Vehicles & Spare Parts,1981297,2023-04-02,Supply and delivery of motor vehicles & spare parts items,Ministry of Sometimes
C-294,294,4,9412473.72418589,2020-04-25,58,21.35,Good,Completed,525,Booth Song Group,P965241839K,2018-11-17,Petersonberg,Medium,430,Medical Supplies & Pharmaceuticals,9312367,2020-04-25,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Over
C-295,295,601,8745199.407240286,2023-02-17,49,0.0,Good,Completed,-234,Hanson Much Ltd,P384026939K,2023-10-09,Sandrashire,Small,592,Medical Supplies & Pharmaceuticals,8619792,2023-02-17,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Social
C-296,296,24,354560.5044262291,2022-11-08,40,0.88,Good,Completed,-52,Marquez Inside Group,P821218382P,2022-12-30,Samuelhaven,Small,637,Medical Supplies & Pharmaceuticals,345300,2022-11-08,Supply and delivery of medical supplies & pharmaceuticals items,Ministry of Watch
C-297,297,408,195382.1855895153,2020-02-10,50,20.0,Good,Completed,-996,Wilson Sit Enterprise,P646346564A,2022-11-02,Port Michellebury,Medium,440,Office Stationery & Supplies,192036,2020-02-10,Supply and delivery of office stationery & supplies items,Ministry of Reason
C-298,298,179,6660028.854156985,2025-08-13,52,20.0,Good,Completed,3006,Patel Drug Ltd,P637152602J,2017-05-21,Charleston,Medium,416,Office Stationery & Supplies,6539051,2025-08-13,Supply and delivery of office stationery & supplies items,Ministry of Couple
C-299,299,311,259392949.30397934,2025-10-09,35,21.17,Good,Completed,2408,Ward Us Group,P633947427D,2019-03-07,Port Tinafort,Large,426,Construction & Civil Works,262674117,2025-10-09,Supply and delivery of construction & civil works items,Ministry of Face
C-300,300,948,246377587.24859717,2024-09-19,28,0.55,Good,Completed,2814,Richard Beyond Enterprise,P735509839V,2017-01-05,Carloshaven,Large,566,Construction & Civil Works,243543364,2024-09-19,Supply and delivery of construction & civil works items,Ministry of Else
