contract_id,tender_id,supplier_id,award_amount_kes,contract_start_date,days_delayed,cost_overrun_percentage,delivery_quality,contract_status,supplier_age_at_award_days
C-720,720,789,231400118.1352768,2023-12-22,38,19.53,Poor,Completed,1721
C-721,721,430,6010963.80032356,2025-05-19,49,21.94,Good,Completed,3207
C-722,722,344,5182799.492478108,2024-02-21,57,20.0,Good,Completed,-597
C-723,723,221,6157472.339158596,2020-04-24,17,3.77,Good,Completed,-1622
C-724,724,964,1060266.858026899,2020-04-16,36,0.22,Good,Completed,-962
C-725,725,479,6629219.125414355,2024-08-07,55,0.0,Good,Completed,-106
C-726,726,413,4957326.476793812,2021-07-01,37,0.0,Good,Completed,305
C-727,727,287,6814435.397439616,2021-06-06,42,0.0,Good,Completed,-809
C-728,728,70,2647674.891819327,2020-02-05,60,20.18,Good,Completed,605
C-729,729,658,2566571.4248265666,2025-12-07,50,20.0,Good,Completed,679
C-730,730,914,5367120.857323799,2024-12-02,21,1.61,Good,Completed,2766
C-731,731,451,1416686.4688890886,2024-01-05,0,0.0,Good,Completed,2126
C-732,732,594,19449831.639371656,2025-10-01,17,4.05,Good,Completed,1693
C-733,733,14,5161044.027400408,2024-10-12,22,0.0,Good,Completed,2213
C-734,734,456,4141814.84182582,2023-12-26,35,2.92,Good,Completed,-561
C-735,735,108,2270000.089036507,2021-01-01,61,23.38,Good,Completed,-381
C-736,736,615,3943497.504543287,2023-01-27,32,0.1,Good,Completed,-390
C-737,737,59,34363999.69250971,2021-12-17,91,54.1,Poor,Completed,-1293
C-738,738,902,6618926.551463478,2023-10-05,35,1.89,Good,Completed,-833
C-739,739,180,457856490.68436116,2021-03-29,156,51.53,Poor,Terminated,286
C-740,740,619,7698797.676874786,2022-05-15,54,23.47,Good,Completed,2160
C-741,741,974,1168123.8421099896,2020-09-21,27,1.18,Good,Completed,-1114
C-742,742,726,116519203.27634743,2020-08-19,97,24.28,Good,Completed,-1854
C-743,743,233,16372519.344716383,2021-01-15,34,6.28,Good,Completed,-633
C-744,744,801,2458915.055931719,2023-12-03,19,21.52,Good,Completed,947
C-745,745,396,28182091.03917855,2022-05-02,69,21.1,Poor,Completed,-82
C-746,746,956,6762644.163065642,2021-04-27,1,1.99,Good,Completed,1807
C-747,747,164,2856346.5009944355,2024-11-20,19,0.0,Good,Completed,2377
C-748,748,739,6976281.938100989,2023-09-28,17,2.04,Good,Completed,-431
C-749,749,737,7195948.300704054,2020-05-27,41,20.0,Good,Completed,-120
C-750,750,328,5733551.303229633,2022-06-19,49,1.44,Good,Completed,-671
C-751,751,11,456511819.2890438,2023-08-05,98,26.26,Poor,Completed,-68
C-752,752,429,211687.472448734,2024-04-10,49,20.0,Good,Completed,31
C-753,753,85,12036062.988217313,2025-12-10,41,23.29,Good,Completed,2328
C-754,754,40,48712557.117552824,2023-06-01,127,44.69,Poor,Completed,-965
C-755,755,166,2528575.7868560585,2025-10-02,53,22.38,Good,Completed,3175
C-756,756,357,2969051.3846547613,2021-12-11,63,21.39,Good,Completed,252
C-757,757,860,569674.4988556487,2024-03-05,23,3.01,Good,Completed,-198
C-758,758,826,6456470.788760263,2025-07-18,9,8.74,Good,Completed,3324
C-759,759,715,9469784.228234135,2024-02-28,6,2.25,Good,Completed,524
C-760,760,144,1387605.0728152795,2021-01-19,27,1.74,Good,Completed,-1707
C-761,761,338,4193692.203739203,2025-04-20,0,1.28,Good,Completed,1946
C-762,762,643,7024438.19286101,2025-11-12,27,20.0,Good,Completed,1522
C-763,763,138,32030876.526768737,2022-11-22,104,27.57,Poor,Completed,-678
C-764,764,802,5325119.978709794,2020-02-08,44,1.52,Good,Completed,323
C-765,765,236,2652970.850299448,2023-07-05,11,3.22,Good,Completed,2467
C-766,766,518,50394641.34175051,2023-01-24,49,21.54,Good,Completed,989
C-767,767,836,8423574.137434179,2021-05-24,31,20.0,Good,Completed,1800
C-768,768,906,2056403.67852752,2024-03-23,27,20.73,Good,Completed,1035
C-769,769,984,9041352.561905192,2021-05-24,46,2.11,Good,Completed,-596
C-770,770,79,5570528.80258709,2024-07-20,5,0.0,Good,Completed,3018
C-771,771,499,5840422.337100489,2021-11-07,43,20.22,Good,Completed,22
C-772,772,386,4939840.379118392,2022-07-27,25,0.88,Good,Completed,-63
C-773,773,337,438898452.38407606,2023-09-19,446,174.14,Poor,Terminated,1491
C-774,774,807,1460247.9490477433,2020-10-28,1,0.0,Good,Completed,1676
C-775,775,858,212658084.6609375,2021-10-11,36,14.87,Poor,Terminated,400
C-776,776,854,3029457.022462375,2022-04-03,10,0.0,Good,Completed,1409
C-777,777,476,379539703.7289589,2020-03-24,75,17.47,Poor,Terminated,-2049
C-778,778,817,3882420.84772085,2024-05-08,16,0.55,Good,Completed,201
C-779,779,91,107681629.65262924,2022-08-30,77,21.61,Good,Completed,-1065
C-780,780,8,4014872.0558878006,2021-12-21,28,0.0,Good,Completed,-1019
C-781,781,646,293769028.46366304,2021-11-26,500,114.94,Poor,Terminated,-1050
C-782,782,810,7264185.557657812,2024-07-24,34,6.14,Good,Completed,278
C-783,783,688,3876513.285479691,2024-09-30,38,20.36,Good,Completed,2468
C-784,784,160,2999662.5637171557,2023-11-20,55,20.61,Good,Completed,2623
C-785,785,742,6728438.485985703,2024-07-02,12,0.0,Good,Completed,661
C-786,786,147,3341474.0816109097,2025-01-29,27,2.79,Good,Completed,51
C-787,787,454,2261820.509132097,2022-01-20,16,0.0,Good,Completed,-743
C-788,788,35,8042085.739883697,2023-03-27,4,0.0,Good,Completed,1812
C-789,789,468,4482122.5634220615,2025-07-03,7,4.11,Good,Completed,3150
C-790,790,961,7090323.17498315,2024-10-21,57,22.25,Good,Completed,2312
C-791,791,367,7246515.281421601,2024-04-25,15,1.72,Good,Completed,1232
C-792,792,875,6501664.481041568,2025-03-27,35,0.91,Good,Completed,53
C-793,793,328,7219340.460096353,2021-12-05,49,0.0,Good,Completed,-867
C-794,794,671,149456956.28103018,2023-10-11,170,93.85,Poor,Terminated,1944
C-795,795,124,2829048.8650584538,2025-03-20,18,0.0,Good,Completed,155
C-796,796,953,850044.0369395773,2025-09-20,45,22.24,Good,Completed,1608
C-797,797,377,3671869.162233555,2023-10-21,24,0.0,Good,Completed,-352
C-798,798,913,1784043.2807375276,2025-08-17,59,24.56,Good,Completed,3376
C-799,799,591,8982352.283481883,2020-07-20,54,20.0,Good,Completed,1250
C-800,800,229,4121391.4138253466,2023-04-17,42,20.0,Good,Completed,1007
C-801,801,8,2062940.9956929435,2025-08-03,12,1.59,Good,Completed,302
C-802,802,223,8061505.738352089,2023-01-16,18,0.0,Good,Completed,1563
C-803,803,968,9007107.997103829,2024-05-07,12,0.0,Good,Completed,2246
C-804,804,742,3640250.1520321397,2020-12-25,51,3.37,Good,Completed,-624
C-805,805,470,607631.3028344346,2021-06-20,3,0.0,Good,Completed,771
C-806,806,825,146977115.20031643,2023-08-20,4,1.06,Good,Completed,2357
C-807,807,166,5502687.717390013,2021-09-17,59,23.9,Good,Completed,1699
C-808,808,26,355903199.63227624,2025-10-21,56,22.37,Poor,Completed,3287
C-809,809,611,7076717.124084018,2021-08-18,0,0.0,Good,Completed,474
C-810,810,361,8163823.246144829,2022-11-20,0,0.42,Good,Completed,809
C-811,811,247,3450480.4979170687,2022-05-22,13,0.16,Good,Completed,1132
C-812,812,248,7273452.525889569,2022-10-28,2,2.45,Good,Completed,1292
C-813,813,984,8300433.49421409,2023-01-12,38,0.0,Good,Completed,2
C-814,814,408,397638452.62060946,2022-08-07,97,48.26,Poor,Completed,-87
C-815,815,298,33371147.670925867,2024-11-30,37,20.0,Good,Completed,975
C-816,816,541,268944095.0935036,2022-11-22,61,21.19,Poor,Completed,1483
C-817,817,809,9350878.54993789,2022-04-15,14,4.92,Good,Completed,2141
C-818,818,628,30723239.603784744,2020-07-01,67,24.41,Poor,Completed,462
C-819,819,393,3687406.0769410734,2025-07-12,2,4.5,Good,Completed,779
C-820,820,747,506319159.70598996,2023-03-23,87,26.81,Poor,Completed,1329
C-821,821,330,8680945.268390665,2024-05-11,95,24.56,Good,Completed,131
C-822,822,320,6226315.66118389,2022-04-13,15,3.89,Good,Completed,2197
C-823,823,24,6573735.810838413,2022-09-20,43,2.92,Good,Completed,-101
C-824,824,431,2635539.1071237517,2023-05-16,63,22.36,Good,Completed,162
C-825,825,279,6618103.133841301,2020-06-06,42,21.39,Good,Completed,376
C-826,826,533,5525209.065401559,2024-04-15,20,20.0,Good,Completed,946
C-827,827,845,6151324.795238744,2020-12-05,26,1.51,Good,Completed,-1448
C-828,828,950,5838464.471572301,2020-01-10,29,0.9,Good,Completed,-146
C-829,829,142,6678163.372492171,2023-01-02,27,23.18,Good,Completed,1882
C-830,830,434,17960238.196511876,2022-03-30,35,6.11,Good,Completed,325
C-831,831,449,34930112.84711995,2025-07-21,45,30.15,Poor,Terminated,1118
C-832,832,753,6618901.653615037,2022-05-14,2,2.76,Good,Completed,730
C-833,833,548,169968000.14248478,2022-03-28,353,92.83,Poor,Terminated,-823
C-834,834,486,4499474.120569564,2021-11-05,0,0.0,Good,Completed,552
C-835,835,644,367173.25522551837,2020-06-05,48,22.21,Good,Completed,-525
C-836,836,717,7842024.595250199,2020-03-26,21,3.54,Good,Completed,1190
C-837,837,19,22720353.66274598,2020-09-29,108,43.3,Poor,Completed,-156
C-838,838,243,9299914.97705539,2023-05-24,0,0.0,Good,Completed,2499
C-839,839,989,8793414.052761763,2024-07-29,44,20.0,Good,Completed,1274
C-840,840,941,7125420.517054736,2024-08-16,12,1.32,Good,Completed,1725
C-841,841,571,292748672.9838317,2024-05-01,323,180.17,Poor,Terminated,1277
C-842,842,362,470997267.9835714,2024-04-02,665,162.72,Poor,Terminated,835
C-843,843,333,10120966.611919679,2024-02-17,5,0.63,Good,Completed,1357
C-844,844,705,1307817.054656614,2020-05-06,20,0.83,Good,Completed,97
C-845,845,689,9897589.402799442,2025-07-23,3,1.73,Good,Completed,1940
C-846,846,4,6326269.945475509,2021-06-24,54,26.11,Good,Completed,950
C-847,847,88,6208997.763612039,2020-03-16,6,0.0,Good,Completed,521
C-848,848,69,167694826.93075055,2022-03-02,55,0.69,Good,Completed,-580
C-849,849,618,2913118.2585191512,2024-01-22,33,22.84,Good,Completed,1864
C-850,850,727,13968410.695856737,2023-12-29,44,24.54,Good,Completed,2494
C-851,851,626,1211659.112908061,2021-07-26,70,20.34,Good,Completed,-924
C-852,852,852,180043887.25697517,2025-08-30,278,132.8,Poor,Terminated,3336
C-853,853,715,70471166.87701653,2021-07-11,57,0.0,Good,Completed,-438
C-854,854,396,416288.16434054595,2023-06-21,17,0.0,Good,Completed,333
C-855,855,758,987961.5656731649,2025-01-17,38,20.0,Good,Completed,764
C-856,856,507,8214369.090408448,2020-09-12,0,0.0,Good,Completed,847
C-857,857,198,3022125.756726853,2023-11-12,55,23.75,Good,Completed,1516
C-858,858,480,965394.469182741,2022-04-22,19,0.0,Good,Completed,-1085
C-859,859,523,2118055.109159238,2023-07-08,0,0.39,Good,Completed,946
C-860,860,508,3238755.6086929543,2020-06-25,15,0.0,Good,Completed,263
C-861,861,624,22578780.15147964,2021-02-17,86,14.1,Poor,Completed,-218
C-862,862,657,375331507.07069117,2020-12-29,540,185.64,Poor,Terminated,-165
C-863,863,869,235029.7811062787,2021-07-08,11,0.0,Good,Completed,-121
C-864,864,414,4889486.641227112,2023-01-01,46,20.18,Good,Completed,828
C-865,865,335,6219665.133795808,2023-12-13,51,22.46,Good,Completed,1551
C-866,866,826,9389473.112891275,2023-07-08,22,6.08,Good,Completed,2583
C-867,867,897,549917.2529714472,2022-06-20,98,20.0,Good,Completed,-435
C-868,868,754,3704228.831898701,2025-07-18,16,20.0,Good,Completed,1638
C-869,869,83,4751378.42144405,2020-07-13,51,21.56,Good,Completed,1527
C-870,870,783,19640280.419129334,2023-06-08,28,6.35,Good,Completed,1436
C-871,871,815,895555.491205338,2022-01-24,15,0.0,Good,Completed,-50
C-872,872,200,1839522.6865713268,2021-08-12,33,0.0,Good,Completed,-166
C-873,873,791,8731149.568628972,2025-07-30,2,0.0,Good,Completed,2115
C-874,874,561,36503670.36251186,2024-03-11,33,20.0,Good,Completed,1785
C-875,875,899,9391253.869991638,2025-12-02,31,20.0,Good,Completed,3434
C-876,876,979,3537577.655823452,2022-12-13,54,25.32,Good,Completed,2075
C-877,877,157,7386684.907775403,2020-06-02,19,5.14,Good,Completed,-572
C-878,878,162,44060952.253496654,2022-07-04,109,23.7,Poor,Completed,203
C-879,879,81,4202183.081697777,2023-12-05,19,3.31,Good,Completed,415
C-880,880,386,41414230.38560421,2022-08-02,108,29.43,Poor,Terminated,-57
C-881,881,255,8986906.723995788,2022-03-31,17,1.76,Good,Completed,1225
C-882,882,960,293044210.15718204,2020-10-21,414,120.24,Poor,Terminated,858
C-883,883,468,364938913.3470695,2021-02-02,322,102.34,Poor,Terminated,1538
C-884,884,532,5202331.287775699,2022-09-14,40,20.74,Good,Completed,1658
C-885,885,969,1040822.6749557911,2021-04-10,51,4.54,Good,Completed,-992
C-886,886,842,60862403.805586316,2020-05-09,38,3.33,Good,Completed,-439
C-887,887,168,5724016.144477052,2024-11-07,28,1.15,Good,Completed,-339
C-888,888,279,1818224.3377053277,2021-07-22,42,20.39,Good,Completed,787
C-889,889,598,3424417.738484969,2025-03-24,47,20.08,Good,Completed,81
C-890,890,499,4191136.3146507726,2023-10-05,31,20.0,Good,Completed,719
C-891,891,712,4665273.301557132,2020-08-27,21,20.0,Good,Completed,453
C-892,892,741,344377803.22501695,2020-12-29,146,42.27,Poor,Completed,-446
C-893,893,570,9126623.468089359,2020-07-06,36,0.18,Good,Completed,-602
C-894,894,936,7913829.296270143,2021-08-29,8,3.84,Good,Completed,1386
C-895,895,871,4733003.990723022,2020-03-05,54,0.44,Good,Completed,155
C-896,896,334,9471823.098626869,2022-11-13,8,4.36,Good,Completed,2174
C-897,897,495,10163417.050931707,2024-07-24,0,0.09,Good,Completed,702
C-898,898,19,818437.3013213739,2020-05-13,76,20.0,Good,Completed,-295
C-899,899,176,1188819.8816956726,2025-09-23,59,20.0,Good,Completed,2258
C-900,900,928,119937103.29868287,2023-06-30,130,49.07,Poor,Terminated,1971
C-901,901,744,5148362.085884467,2020-07-31,44,21.86,Good,Completed,-37
C-902,902,207,4934992.168298724,2024-09-30,15,0.0,Good,Completed,-239
C-903,903,860,785067.5621529886,2023-08-14,29,2.52,Good,Completed,-402
C-904,904,619,1944015.3835452155,2021-08-05,39,21.33,Good,Completed,1877
C-905,905,800,6442495.376542601,2022-11-02,12,0.04,Good,Completed,-1051
C-906,906,900,6648247.814398891,2023-08-17,0,3.41,Good,Completed,1930
C-907,907,373,4615943.44541307,2022-03-23,63,20.0,Good,Completed,-595
C-908,908,880,819174.9268352011,2022-01-21,33,0.0,Good,Completed,-218
C-909,909,397,10669160.69302114,2024-11-24,7,1.75,Good,Completed,885
C-910,910,844,5001935.191967976,2022-03-02,1,1.45,Good,Completed,1327
C-911,911,219,6019624.691008466,2022-04-09,22,20.25,Good,Completed,2095
C-912,912,606,2713285.3965547015,2025-11-06,1,0.09,Good,Completed,367
C-913,913,363,680248.1769185984,2021-12-24,52,21.6,Good,Completed,-775
C-914,914,162,4865184.470407881,2020-01-07,48,0.0,Good,Completed,-706
C-915,915,583,8392873.403632227,2024-03-09,63,23.82,Good,Completed,-300
C-916,916,186,107721166.98281072,2025-01-04,20,0.71,Good,Completed,2981
C-917,917,281,4553312.126407148,2020-10-31,6,0.3,Good,Completed,533
C-918,918,460,7476562.504597414,2020-09-26,42,20.3,Good,Completed,940
C-919,919,98,24465249.709802955,2021-09-04,54,14.5,Poor,Terminated,1839
C-920,920,416,9788709.972235778,2024-07-04,31,0.0,Good,Completed,6
C-921,921,244,3012030.0813545156,2022-03-18,24,3.08,Good,Completed,-24
C-922,922,978,108466666.69756587,2024-02-12,6,0.7,Good,Completed,2748
C-923,923,218,5716039.939329127,2022-11-07,42,0.5,Good,Completed,160
C-924,924,325,316601064.48712856,2023-12-17,372,159.02,Poor,Terminated,805
C-925,925,618,1893737.2855359411,2025-11-30,18,20.01,Good,Completed,2542
C-926,926,717,28608926.592972208,2024-11-15,66,27.35,Poor,Completed,2885
C-927,927,489,3413946.7593507227,2023-10-20,17,0.17,Good,Completed,418
C-928,928,284,3181328.2116112933,2020-04-10,47,20.0,Good,Completed,-980
C-929,929,203,9392354.1575614,2024-05-31,1,0.0,Good,Completed,955
C-930,930,724,7838505.62020165,2022-08-31,29,2.38,Good,Completed,-883
C-931,931,760,4345492.6409650985,2022-11-27,88,21.21,Good,Completed,196
C-932,932,896,241068.92849289984,2023-09-04,26,20.0,Good,Completed,584
C-933,933,269,5864549.086266409,2022-02-02,81,20.0,Good,Completed,-800
C-934,934,179,1922101.729062414,2025-08-02,51,20.0,Good,Completed,2995
C-935,935,641,44146182.24428255,2022-11-09,90,27.69,Poor,Completed,1553
C-936,936,784,4048048.6767277773,2025-02-20,6,1.86,Good,Completed,1314
C-937,937,922,4579331.839878224,2020-08-08,59,20.0,Good,Completed,815
C-938,938,380,4887910.363242632,2021-10-05,26,0.0,Good,Completed,-468
C-939,939,579,7650152.399450478,2024-04-08,47,21.23,Good,Completed,1786
C-940,940,9,49114006.32413845,2023-02-13,95,29.84,Poor,Completed,117
C-941,941,654,3226123.7186394334,2024-09-15,1,0.0,Good,Completed,2499
C-942,942,48,3126734.469385756,2023-01-10,25,0.0,Good,Completed,-752
C-943,943,865,18485125.030140977,2022-12-26,62,21.97,Good,Completed,151
C-944,944,196,160168554.2384755,2021-10-22,34,2.56,Good,Completed,-1262
C-945,945,390,6901044.266849764,2025-12-22,20,20.0,Good,Completed,3108
C-946,946,643,10462844.964594563,2022-10-19,33,21.28,Good,Completed,402
C-947,947,615,24677529.696248777,2022-09-04,68,15.48,Poor,Completed,-535
C-948,948,431,4618715.514847925,2022-11-22,97,22.46,Good,Completed,-13
C-949,949,951,13313295.261222601,2021-06-11,79,22.08,Good,Completed,-500
C-950,950,485,8146771.8216449395,2021-01-08,26,1.31,Good,Completed,-396
C-951,951,238,1149366.3098491267,2023-12-16,52,20.0,Good,Completed,2403
C-952,952,599,7870900.381956425,2020-08-19,18,0.0,Good,Completed,-672
C-953,953,879,12706688.201505806,2020-03-05,15,1.22,Good,Completed,-1694
C-954,954,445,9664571.116973283,2025-07-28,0,0.0,Good,Completed,1321
C-955,955,126,4462068.766844884,2022-04-20,46,20.0,Good,Completed,457
C-956,956,281,5114567.660741278,2021-04-27,5,1.6,Good,Completed,711
C-957,957,734,2547309.9199612658,2023-12-30,28,20.77,Good,Completed,-136
C-958,958,18,2782126.734825764,2024-01-09,0,0.0,Good,Completed,2488
C-959,959,898,257238785.6814482,2020-10-24,462,110.07,Poor,Terminated,-871
C-960,960,87,47714997.720684074,2023-10-20,95,25.38,Poor,Terminated,909
C-961,961,328,4500954.354177079,2020-07-17,32,0.0,Good,Completed,-1373
C-962,962,751,3541586.5900701704,2021-12-30,38,20.0,Good,Completed,1086
C-963,963,675,1736824.1149511074,2025-08-03,38,0.0,Good,Completed,-119
C-964,964,593,8694242.168681066,2025-07-17,52,23.36,Good,Completed,1564
C-965,965,137,311779617.0381106,2023-11-11,47,29.04,Poor,Completed,737
C-966,966,481,674454.219098143,2025-06-17,6,0.0,Good,Completed,932
C-967,967,52,8034110.648040456,2024-05-31,5,4.07,Good,Completed,1761
C-968,968,323,8851403.72117328,2023-12-03,57,25.1,Good,Completed,-239
C-969,969,33,618043.4728912975,2023-05-16,73,20.0,Good,Completed,-501
C-970,970,498,6339519.601605973,2022-08-15,36,20.0,Good,Completed,1294
C-971,971,26,111388642.42284718,2021-05-04,12,6.59,Good,Completed,1656
C-972,972,914,9109371.187216256,2021-09-29,22,3.45,Good,Completed,1606
C-973,973,972,1384587.8126117075,2020-07-14,48,20.54,Good,Completed,-1162
C-974,974,220,8745071.15192022,2023-07-21,30,20.0,Good,Completed,994
C-975,975,377,45481588.80049949,2024-06-19,92,26.34,Poor,Completed,-110
C-976,976,385,456499051.770669,2023-06-09,154,44.74,Poor,Completed,-541
C-977,977,957,2478903.7203893736,2025-02-12,38,20.61,Good,Completed,2558
C-978,978,873,48602947.11366039,2023-06-18,92,35.76,Poor,Terminated,1867
C-979,979,466,4739135.179531727,2021-11-11,32,21.15,Good,Completed,664
C-980,980,74,242137365.2618704,2023-03-19,203,126.12,Poor,Terminated,633
C-981,981,444,17892885.807452533,2022-04-30,51,8.09,Good,Completed,-552
C-982,982,844,3708596.0276398207,2021-12-01,1,2.89,Good,Completed,1236
C-983,983,153,396528.92807604035,2024-10-13,42,0.0,Good,Completed,-293
C-984,984,996,12898055.345151242,2024-10-11,0,0.0,Good,Completed,1650
C-985,985,406,1526511.2980316286,2023-12-25,1,0.0,Good,Completed,967
C-986,986,576,7088775.295642083,2021-05-01,81,20.5,Good,Completed,-539
C-987,987,750,299069215.9018582,2020-01-21,484,147.53,Poor,Terminated,-1361
C-988,988,318,28774155.542459667,2022-10-06,56,20.1,Poor,Completed,588
C-989,989,74,4322482.62132599,2024-11-23,14,0.38,Good,Completed,1248
C-990,990,939,163821648.38576347,2025-01-08,294,119.84,Poor,Completed,-286
C-991,991,703,3902618.52478666,2024-01-29,66,21.79,Good,Completed,243
C-992,992,264,3143098.491654392,2023-08-10,19,0.0,Good,Completed,165
C-993,993,541,8648004.584121509,2024-06-24,19,0.0,Good,Completed,2063
C-994,994,589,9177909.585370587,2024-10-21,33,22.77,Good,Completed,2382
C-995,995,744,4608784.429111149,2020-03-16,70,21.49,Good,Completed,-174
C-996,996,192,5462213.51270347,2021-11-07,13,0.0,Good,Completed,-1486
C-997,997,368,20104472.025886238,2020-09-27,43,1.26,Good,Completed,178
C-998,998,313,203594199.69627216,2024-03-27,351,85.53,Poor,Terminated,266
C-999,999,189,16614522.928901052,2023-10-14,60,22.33,Good,Completed,1122
C-1000,1000,209,1557472.8771405346,2022-12-20,21,22.02,Good,Completed,2371
C-1001,1001,287,47359433.09654477,2025-10-18,4,0.0,Good,Completed,786
C-1002,1002,906,23523691.255489014,2025-11-19,46,20.0,Good,Completed,1641
C-1003,1003,997,1750405.4571745896,2020-11-30,43,1.7,Good,Completed,321
C-1004,1004,708,5181541.563558662,2021-04-06,49,20.39,Good,Completed,615
C-1005,1005,992,7597111.1097554555,2025-08-09,56,20.0,Good,Completed,3274
C-1006,1006,711,44030721.90079254,2024-03-14,101,36.85,Poor,Completed,-213
C-1007,1007,793,5150912.348524861,2025-07-15,18,20.0,Good,Completed,2055
C-1008,1008,294,5632679.68631034,2021-01-27,14,0.56,Good,Completed,180
C-1009,1009,910,41481313.65833205,2024-05-12,149,46.41,Poor,Completed,-18
C-1010,1010,182,8921904.551975314,2025-11-26,16,0.0,Good,Completed,3261
C-1011,1011,692,6361438.835839745,2025-06-22,0,0.0,Good,Completed,634
C-1012,1012,333,1634590.5409449288,2025-12-11,3,0.0,Good,Completed,2020
C-1013,1013,955,1549306.8136830893,2022-05-09,42,5.73,Good,Completed,-74
C-1014,1014,24,4169972.3037535036,2024-01-25,17,1.21,Good,Completed,391
C-1015,1015,555,7357215.84756703,2024-07-18,3,0.0,Good,Completed,3066
C-1016,1016,303,445816775.0111197,2020-06-06,104,36.42,Poor,Terminated,-703
C-1017,1017,658,4100265.140627483,2021-09-12,56,24.68,Good,Completed,-868
C-1018,1018,568,406715.90686603443,2025-07-15,0,0.0,Good,Completed,1146
C-1019,1019,278,3676778.104179752,2025-02-19,6,1.47,Good,Completed,1387
C-1020,1020,309,6545718.015605068,2020-08-01,3,1.38,Good,Completed,866
C-1021,1021,445,9516767.116107123,2024-07-06,0,0.0,Good,Completed,934
C-1022,1022,925,899027.3905140846,2025-03-12,29,20.0,Good,Completed,2634
C-1023,1023,123,2307997.0923185432,2025-02-04,9,0.0,Good,Completed,1320
C-1024,1024,591,1627745.4484158389,2021-10-28,46,20.0,Good,Completed,1715
C-1025,1025,746,3178518.6956069954,2020-12-24,57,24.46,Good,Completed,-480
C-1026,1026,216,167265.5121450293,2022-08-26,9,1.77,Good,Completed,1514
C-1027,1027,819,8703399.624289092,2021-09-29,12,0.0,Good,Completed,1143
C-1028,1028,872,6312257.135295471,2021-04-04,32,20.0,Good,Completed,1014
C-1029,1029,63,24868731.267519873,2024-06-27,105,34.68,Poor,Completed,119
C-1030,1030,22,2951591.036942666,2023-11-27,13,0.0,Good,Completed,780
C-1031,1031,339,2506977.9945526277,2024-05-09,2,0.0,Good,Completed,2509
C-1032,1032,557,7652896.109019024,2020-08-11,44,22.05,Good,Completed,341
C-1033,1033,447,10222035.79324371,2025-12-05,0,1.12,Good,Completed,616
C-1034,1034,184,44612089.98388121,2022-04-05,77,27.55,Poor,Completed,1835
C-1035,1035,673,5887777.340312109,2024-01-28,17,23.37,Good,Completed,1558
C-1036,1036,606,8402802.383202687,2025-07-21,25,0.0,Good,Completed,259
C-1037,1037,342,26593497.55445825,2022-02-18,53,17.59,Poor,Completed,597
C-1038,1038,566,3970172.259488306,2021-01-28,18,3.88,Good,Completed,-909
C-1039,1039,796,8993156.223936493,2020-09-14,17,1.53,Good,Completed,1374
C-1040,1040,673,6106852.291697087,2023-11-25,35,20.0,Good,Completed,1494
C-1041,1041,279,1868744.6595458202,2022-08-08,57,20.0,Good,Completed,1169
C-1042,1042,427,476070760.4608762,2023-10-05,422,227.4,Poor,Terminated,-234
C-1043,1043,97,5130939.8328142185,2021-06-20,18,0.49,Good,Completed,880
C-1044,1044,18,10154485.332938112,2021-06-11,5,2.29,Good,Completed,1546
C-1045,1045,8,2330948.47079224,2021-10-25,11,3.18,Good,Completed,-1076
C-1046,1046,111,8372133.132676409,2025-09-22,8,0.65,Good,Completed,1412
C-1047,1047,576,5372093.534497931,2024-06-20,30,21.79,Good,Completed,607
C-1048,1048,180,614873.2297435391,2024-02-24,57,20.0,Good,Completed,1348
C-1049,1049,614,794950.8637285522,2024-01-09,0,0.98,Good,Completed,2529
C-1050,1050,919,4862748.057276627,2024-08-31,1,2.57,Good,Completed,2768
C-1051,1051,994,4902386.811462286,2024-11-27,0,0.0,Good,Completed,2767
C-1052,1052,934,1860152.5020858003,2021-08-25,34,24.49,Good,Completed,238
C-1053,1053,141,139654913.27829468,2022-09-02,40,4.51,Good,Completed,-479
C-1054,1054,396,717469.0872342173,2020-09-19,19,0.0,Good,Completed,-672
C-1055,1055,329,3152349.7220201273,2020-09-24,36,0.0,Good,Completed,-1355
C-1056,1056,76,35782043.26463745,2024-01-05,18,0.29,Good,Completed,-468
C-1057,1057,45,5304181.464808938,2021-05-07,24,1.12,Good,Completed,1757
C-1058,1058,329,3586992.481771276,2023-06-09,37,2.51,Good,Completed,-367
C-1059,1059,45,10013153.742056925,2022-11-16,12,3.39,Good,Completed,2315
C-1060,1060,59,4587277.656438524,2024-06-21,59,22.72,Good,Completed,-376
C-1061,1061,123,24709828.70108335,2023-07-22,7,0.3,Good,Completed,757
C-1062,1062,554,9999765.850581227,2022-11-26,5,2.5,Good,Completed,1109
C-1063,1063,321,7957221.349551171,2024-03-19,0,1.89,Good,Completed,1050
C-1064,1064,771,499610.1725249372,2023-06-05,65,20.0,Good,Completed,344
C-1065,1065,168,7111273.704903145,2021-12-13,17,2.03,Good,Completed,-1399
C-1066,1066,54,23398337.369236976,2025-06-14,49,21.43,Good,Completed,2208
C-1067,1067,679,8418389.289682074,2023-03-23,33,0.44,Good,Completed,-390
C-1068,1068,368,7337324.721041719,2024-11-15,10,1.52,Good,Completed,1688
C-1069,1069,234,34747408.07002195,2022-05-12,108,40.13,Poor,Completed,-611
C-1070,1070,47,16450379.128939435,2023-03-21,8,3.27,Good,Completed,1253
